지역,측정소코드,측정소명,측정일시,SO2,CO,O3,NO2,PM10,PM25,주소
광주 동구,324115,서석동,2016010101,0.004,1.2,0.001,0.044,55,31,광주 동구 서남로 1
광주 동구,324115,서석동,2016010102,0.004,1.1,0.001,0.04,51,29,광주 동구 서남로 1
광주 동구,324115,서석동,2016010103,0.004,1.1,0.001,0.039,49,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010104,0.004,1.1,0.001,0.036,50,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010105,0.003,1.1,0.001,0.036,46,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010106,0.003,1.3,0.001,0.037,47,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010107,0.003,1.3,0.001,0.037,51,32,광주 동구 서남로 1
광주 동구,324115,서석동,2016010108,0.003,1.2,0.001,0.037,55,36,광주 동구 서남로 1
광주 동구,324115,서석동,2016010109,0.003,1.3,0.001,0.037,50,32,광주 동구 서남로 1
광주 동구,324115,서석동,2016010110,0.004,1.4,0.003,0.04,56,39,광주 동구 서남로 1
광주 동구,324115,서석동,2016010111,0.004,1.2,0.006,0.04,63,44,광주 동구 서남로 1
광주 동구,324115,서석동,2016010112,0.004,1.3,0.005,0.043,64,47,광주 동구 서남로 1
광주 동구,324115,서석동,2016010113,0.004,1,0.017,0.03,66,50,광주 동구 서남로 1
광주 동구,324115,서석동,2016010114,0.003,0.6,0.032,0.013,40,34,광주 동구 서남로 1
광주 동구,324115,서석동,2016010115,0.003,0.6,0.031,0.017,28,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010116,0.003,0.6,0.033,0.013,34,22,광주 동구 서남로 1
광주 동구,324115,서석동,2016010117,0.003,0.6,0.03,0.016,37,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010118,0.003,0.6,0.023,0.025,39,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010119,0.003,0.7,0.01,0.037,40,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010120,0.003,0.8,0.005,0.04,42,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010121,0.003,0.9,0.002,0.045,42,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010122,0.003,0.9,0.003,0.044,43,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010123,0.003,0.7,0.013,0.033,41,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010124,0.003,0.6,0.019,0.027,35,22,광주 동구 서남로 1
광주 동구,324115,서석동,2016010201,0.003,0.6,0.022,0.022,27,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010202,0.002,0.6,0.022,0.018,24,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016010203,0.002,0.7,0.018,0.02,27,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010204,0.002,0.7,0.014,0.023,26,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010205,0.003,0.8,0.008,0.028,29,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010206,0.003,1,0.001,0.034,29,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010207,0.003,1,0.001,0.035,29,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010208,0.003,1.1,0.001,0.039,35,22,광주 동구 서남로 1
광주 동구,324115,서석동,2016010209,0.003,1.1,0.002,0.037,42,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010210,0.004,1.3,0.003,0.043,43,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010211,0.003,1.1,0.006,0.044,55,36,광주 동구 서남로 1
광주 동구,324115,서석동,2016010212,0.004,1.2,0.006,0.046,53,40,광주 동구 서남로 1
광주 동구,324115,서석동,2016010213,0.005,1.4,0.005,0.057,55,41,광주 동구 서남로 1
광주 동구,324115,서석동,2016010214,0.005,1.5,0.004,0.061,66,44,광주 동구 서남로 1
광주 동구,324115,서석동,2016010215,0.004,1.1,0.01,0.05,70,48,광주 동구 서남로 1
광주 동구,324115,서석동,2016010216,0.003,0.8,0.024,0.029,60,46,광주 동구 서남로 1
광주 동구,324115,서석동,2016010217,0.003,0.7,0.021,0.032,42,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010218,0.003,1.1,0.003,0.055,41,21,광주 동구 서남로 1
광주 동구,324115,서석동,2016010219,0.003,1.3,0.002,0.055,52,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010220,0.003,1,0.003,0.047,55,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010221,0.003,0.9,0.005,0.04,39,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010222,0.003,1.1,0.002,0.043,36,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010223,0.003,1.3,0.001,0.047,37,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010224,0.003,1.5,0.001,0.047,41,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010301,0.003,1.1,0.001,0.038,45,23,광주 동구 서남로 1
광주 동구,324115,서석동,2016010302,0.003,1.1,0.001,0.035,31,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010303,0.003,1.3,0.001,0.033,32,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010304,0.003,1.3,0.001,0.03,32,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010305,0.003,1.3,0.001,0.028,31,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010306,0.003,1.7,0.001,0.031,33,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010307,0.003,1.8,0.001,0.032,40,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016010308,0.003,1.7,0.001,0.032,42,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010309,0.004,1.9,0.001,0.04,40,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010310,0.005,2.1,0.002,0.043,58,35,광주 동구 서남로 1
광주 동구,324115,서석동,2016010311,0.005,1.9,0.003,0.045,71,53,광주 동구 서남로 1
광주 동구,324115,서석동,2016010312,0.005,1.6,0.004,0.054,59,51,광주 동구 서남로 1
광주 동구,324115,서석동,2016010313,0.003,1.1,0.008,0.042,71,48,광주 동구 서남로 1
광주 동구,324115,서석동,2016010314,0.003,1.1,0.014,0.037,59,44,광주 동구 서남로 1
광주 동구,324115,서석동,2016010315,0.004,0.8,0.028,0.027,53,42,광주 동구 서남로 1
광주 동구,324115,서석동,2016010316,0.003,0.7,0.034,0.02,39,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016010317,0.003,0.7,0.031,0.023,41,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010318,0.003,0.8,0.016,0.04,42,29,광주 동구 서남로 1
광주 동구,324115,서석동,2016010319,0.003,0.8,0.012,0.039,48,30,광주 동구 서남로 1
광주 동구,324115,서석동,2016010320,0.003,0.8,0.009,0.043,46,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010321,0.003,0.9,0.004,0.049,47,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010322,0.003,1,0.002,0.054,54,33,광주 동구 서남로 1
광주 동구,324115,서석동,2016010323,0.003,1,0.008,0.045,61,39,광주 동구 서남로 1
광주 동구,324115,서석동,2016010324,0.003,1,0.018,0.036,68,49,광주 동구 서남로 1
광주 동구,324115,서석동,2016010401,0.003,1,0.025,0.026,74,55,광주 동구 서남로 1
광주 동구,324115,서석동,2016010402,0.003,1.3,0.014,0.037,75,62,광주 동구 서남로 1
광주 동구,324115,서석동,2016010403,0.005,1.7,0.003,0.055,77,63,광주 동구 서남로 1
광주 동구,324115,서석동,2016010404,0.004,1.5,0.015,0.038,76,59,광주 동구 서남로 1
광주 동구,324115,서석동,2016010405,0.005,1.8,0.004,0.05,95,80,광주 동구 서남로 1
광주 동구,324115,서석동,2016010406,0.005,1.8,0.001,0.056,79,66,광주 동구 서남로 1
광주 동구,324115,서석동,2016010407,0.005,1.8,0.001,0.054,70,51,광주 동구 서남로 1
광주 동구,324115,서석동,2016010408,0.005,1.8,0.001,0.055,74,52,광주 동구 서남로 1
광주 동구,324115,서석동,2016010409,0.005,1.7,0.003,0.062,83,55,광주 동구 서남로 1
광주 동구,324115,서석동,2016010410,0.005,1.2,0.017,0.045,106,76,광주 동구 서남로 1
광주 동구,324115,서석동,2016010411,0.005,1,0.031,0.025,105,86,광주 동구 서남로 1
광주 동구,324115,서석동,2016010412,0.005,0.9,0.034,0.02,86,67,광주 동구 서남로 1
광주 동구,324115,서석동,2016010413,0.005,0.8,0.037,0.017,66,47,광주 동구 서남로 1
광주 동구,324115,서석동,2016010414,0.005,0.8,0.038,0.017,59,40,광주 동구 서남로 1
광주 동구,324115,서석동,2016010415,0.004,0.7,0.035,0.019,56,37,광주 동구 서남로 1
광주 동구,324115,서석동,2016010416,0.005,0.8,0.031,0.023,46,30,광주 동구 서남로 1
광주 동구,324115,서석동,2016010417,0.004,0.8,0.026,0.028,48,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010418,0.004,0.8,0.023,0.032,47,27,광주 동구 서남로 1
광주 동구,324115,서석동,2016010419,0.004,0.9,0.013,0.041,52,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010420,0.004,0.9,0.007,0.046,58,33,광주 동구 서남로 1
광주 동구,324115,서석동,2016010421,0.004,0.8,0.006,0.044,48,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010422,0.004,0.7,0.02,0.023,38,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010423,0.004,0.6,0.018,0.024,32,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010424,0.004,0.6,0.022,0.018,26,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010501,0.005,0.5,0.022,0.018,16,3,광주 동구 서남로 1
광주 동구,324115,서석동,2016010502,0.004,0.5,0.022,0.017,16,2,광주 동구 서남로 1
광주 동구,324115,서석동,2016010503,0.004,0.6,0.019,0.019,16,4,광주 동구 서남로 1
광주 동구,324115,서석동,2016010504,0.003,0.5,0.026,0.012,17,6,광주 동구 서남로 1
광주 동구,324115,서석동,2016010505,0.003,0.5,0.027,0.01,10,2,광주 동구 서남로 1
광주 동구,324115,서석동,2016010506,0.003,0.5,0.026,0.011,9,1,광주 동구 서남로 1
광주 동구,324115,서석동,2016010507,0.003,0.5,0.022,0.017,10,2,광주 동구 서남로 1
광주 동구,324115,서석동,2016010508,0.003,0.5,0.016,0.027,9,1,광주 동구 서남로 1
광주 동구,324115,서석동,2016010509,0.003,0.6,0.012,0.03,13,2,광주 동구 서남로 1
광주 동구,324115,서석동,2016010510,0.003,0.6,0.01,0.033,19,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010511,0.003,0.6,0.009,0.034,23,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010512,0.003,0.6,0.016,0.024,25,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010513,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2016010514,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2016010515,0.003,0.3,0.019,0.017,16,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010516,0.004,0.4,0.019,0.018,20,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010517,0.003,0.4,0.016,0.022,15,3,광주 동구 서남로 1
광주 동구,324115,서석동,2016010518,0.003,0.4,0.014,0.024,16,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016010519,0.003,0.5,0.014,0.024,16,4,광주 동구 서남로 1
광주 동구,324115,서석동,2016010520,0.003,0.4,0.014,0.022,18,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010521,0.003,0.4,0.015,0.019,22,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010522,0.004,0.4,0.015,0.019,20,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010523,0.004,0.4,0.015,0.018,20,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010524,0.005,0.4,0.016,0.016,23,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010601,0.004,0.4,0.018,0.014,23,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010602,0.004,0.4,0.021,0.01,19,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010603,0.004,0.3,0.029,0.005,18,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010604,0.004,0.3,0.03,0.004,26,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010605,0.004,0.4,0.027,0.007,25,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010606,0.004,0.4,0.028,0.007,26,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010607,0.004,0.4,0.028,0.007,28,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010608,0.004,0.4,0.024,0.012,28,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010609,0.004,0.5,0.021,0.017,34,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010610,0.004,0.5,0.023,0.014,35,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010611,0.004,0.5,0.027,0.011,32,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010612,0.004,0.5,0.026,0.014,33,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010613,0.003,0.4,0.03,0.011,34,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010614,0.003,0.5,0.032,0.01,32,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010615,0.004,0.5,0.032,0.01,36,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010616,0.004,0.5,0.032,0.012,38,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010617,0.004,0.5,0.028,0.015,43,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016010618,0.004,0.6,0.024,0.02,42,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010619,0.004,0.7,0.018,0.025,46,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010620,0.004,0.6,0.016,0.027,47,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010621,0.004,0.6,0.017,0.024,50,31,광주 동구 서남로 1
광주 동구,324115,서석동,2016010622,0.004,0.6,0.019,0.02,47,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016010623,0.004,0.6,0.017,0.021,42,23,광주 동구 서남로 1
광주 동구,324115,서석동,2016010624,0.005,0.6,0.015,0.021,43,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016010701,0.004,0.5,0.019,0.015,44,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010702,0.004,0.5,0.019,0.014,40,22,광주 동구 서남로 1
광주 동구,324115,서석동,2016010703,0.004,0.6,0.019,0.014,38,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010704,0.004,0.5,0.022,0.01,38,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010705,0.004,0.6,0.022,0.009,39,20,광주 동구 서남로 1
광주 동구,324115,서석동,2016010706,0.005,0.6,0.019,0.012,42,22,광주 동구 서남로 1
광주 동구,324115,서석동,2016010707,0.004,0.6,0.019,0.014,42,23,광주 동구 서남로 1
광주 동구,324115,서석동,2016010708,0.003,0.6,0.015,0.02,41,21,광주 동구 서남로 1
광주 동구,324115,서석동,2016010709,0.003,0.5,0.016,0.019,36,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010710,0.003,0.5,0.017,0.02,35,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010711,0.003,0.5,0.02,0.017,33,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010712,0.004,0.5,0.02,0.018,34,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010713,0.003,0.4,0.028,0.011,30,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010714,0.003,0.4,0.027,0.012,21,8,광주 동구 서남로 1
광주 동구,324115,서석동,2016010715,0.003,0.4,0.027,0.011,22,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010716,0.003,0.4,0.024,0.013,25,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016010717,0.003,0.5,0.019,0.018,25,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016010718,0.003,0.5,0.017,0.019,28,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010719,0.003,0.5,0.018,0.017,24,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010720,0.003,0.4,0.019,0.015,22,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016010721,0.003,0.4,0.02,0.014,21,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010722,0.003,0.5,0.021,0.012,18,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016010723,0.003,0.5,0.019,0.014,21,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010724,0.003,0.4,0.022,0.01,21,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010801,0.003,0.4,0.022,0.009,20,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010802,0.002,0.4,0.025,0.007,22,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010803,0.002,0.4,0.025,0.006,19,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010804,0.002,0.4,0.023,0.007,17,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010805,0.002,0.4,0.021,0.008,18,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010806,0.003,0.4,0.018,0.012,17,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010807,0.003,0.5,0.014,0.016,15,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016010808,0.003,0.5,0.009,0.024,17,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010809,0.003,0.5,0.003,0.034,20,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010810,0.003,0.6,0.005,0.033,24,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010811,0.003,0.6,0.008,0.027,23,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016010812,0.003,0.5,0.013,0.021,21,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010813,0.003,0.5,0.019,0.014,19,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010814,0.003,0.5,0.021,0.017,12,8,광주 동구 서남로 1
광주 동구,324115,서석동,2016010815,0.003,0.5,0.025,0.014,17,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010816,0.003,0.5,0.023,0.016,20,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010817,0.003,0.5,0.023,0.016,25,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010818,0.003,0.6,0.015,0.025,31,23,광주 동구 서남로 1
광주 동구,324115,서석동,2016010819,0.003,0.7,0.01,0.031,29,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010820,0.003,0.7,0.004,0.036,27,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016010821,0.003,0.7,0.004,0.035,30,21,광주 동구 서남로 1
광주 동구,324115,서석동,2016010822,0.002,0.6,0.009,0.027,28,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010823,0.003,0.8,0.006,0.029,22,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010824,0.003,0.6,0.016,0.017,23,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010901,0.004,0.6,0.014,0.019,20,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016010902,0.004,0.6,0.016,0.016,23,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010903,0.004,0.6,0.01,0.022,19,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016010904,0.003,0.7,0.004,0.026,34,26,광주 동구 서남로 1
광주 동구,324115,서석동,2016010905,0.004,0.6,0.009,0.02,28,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010906,0.003,0.6,0.008,0.022,23,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010907,0.003,0.6,0.004,0.029,22,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010908,0.003,0.8,0.001,0.033,26,17,광주 동구 서남로 1
광주 동구,324115,서석동,2016010909,0.003,0.9,0.002,0.038,30,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016010910,0.004,0.9,0.005,0.034,44,25,광주 동구 서남로 1
광주 동구,324115,서석동,2016010911,0.004,0.9,0.007,0.036,47,30,광주 동구 서남로 1
광주 동구,324115,서석동,2016010912,0.003,0.6,0.015,0.025,39,21,광주 동구 서남로 1
광주 동구,324115,서석동,2016010913,0.003,0.4,0.027,0.012,25,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016010914,0.003,0.4,0.031,0.011,15,3,광주 동구 서남로 1
광주 동구,324115,서석동,2016010915,0.002,0.4,0.03,0.012,15,3,광주 동구 서남로 1
광주 동구,324115,서석동,2016010916,0.002,0.4,0.029,0.014,20,8,광주 동구 서남로 1
광주 동구,324115,서석동,2016010917,0.002,0.4,0.03,0.012,17,5,광주 동구 서남로 1
광주 동구,324115,서석동,2016010918,0.002,0.4,0.025,0.018,19,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016010919,0.003,0.5,0.016,0.03,24,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016010920,0.003,0.6,0.013,0.034,23,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016010921,0.003,0.6,0.012,0.034,27,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016010922,0.004,0.8,0.002,0.042,28,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016010923,0.004,0.7,0.003,0.042,31,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016010924,0.004,0.9,0.001,0.043,24,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011001,0.003,0.8,0.005,0.034,27,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011002,0.004,0.8,0.007,0.03,21,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011003,0.003,0.9,0.004,0.031,22,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011004,0.004,0.9,0.006,0.029,21,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011005,0.005,1,0.003,0.031,25,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016011006,0.004,1,0.003,0.033,28,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016011007,0.004,1.1,0.001,0.038,36,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016011008,0.004,1.3,0.001,0.038,43,30,광주 동구 서남로 1
광주 동구,324115,서석동,2016011009,0.004,1.3,0.002,0.043,48,32,광주 동구 서남로 1
광주 동구,324115,서석동,2016011010,0.006,1.5,0.004,0.044,56,39,광주 동구 서남로 1
광주 동구,324115,서석동,2016011011,0.005,0.6,0.031,0.009,60,37,광주 동구 서남로 1
광주 동구,324115,서석동,2016011012,0.004,0.6,0.032,0.008,28,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016011013,0.004,0.5,0.034,0.008,26,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011014,0.004,0.5,0.035,0.009,24,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011015,0.004,0.5,0.036,0.009,21,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011016,0.004,0.5,0.037,0.01,24,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011017,0.004,0.6,0.035,0.013,29,18,광주 동구 서남로 1
광주 동구,324115,서석동,2016011018,0.005,0.7,0.033,0.018,38,24,광주 동구 서남로 1
광주 동구,324115,서석동,2016011019,0.005,0.8,0.027,0.024,50,34,광주 동구 서남로 1
광주 동구,324115,서석동,2016011020,0.005,0.8,0.023,0.028,59,41,광주 동구 서남로 1
광주 동구,324115,서석동,2016011021,0.005,0.8,0.024,0.025,66,45,광주 동구 서남로 1
광주 동구,324115,서석동,2016011022,0.005,0.9,0.026,0.021,61,44,광주 동구 서남로 1
광주 동구,324115,서석동,2016011023,0.006,0.9,0.022,0.022,68,48,광주 동구 서남로 1
광주 동구,324115,서석동,2016011024,0.005,0.9,0.019,0.02,73,52,광주 동구 서남로 1
광주 동구,324115,서석동,2016011101,0.005,0.9,0.023,0.015,73,55,광주 동구 서남로 1
광주 동구,324115,서석동,2016011102,0.005,0.8,0.027,0.011,65,48,광주 동구 서남로 1
광주 동구,324115,서석동,2016011103,0.005,0.8,0.027,0.01,50,35,광주 동구 서남로 1
광주 동구,324115,서석동,2016011104,0.005,0.7,0.026,0.01,36,28,광주 동구 서남로 1
광주 동구,324115,서석동,2016011105,0.005,0.7,0.026,0.011,18,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011106,0.005,0.6,0.026,0.012,18,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011107,0.005,0.7,0.023,0.017,19,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011108,0.004,0.7,0.021,0.019,23,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011109,0.004,0.7,0.023,0.018,29,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016011110,0.004,0.6,0.026,0.015,38,19,광주 동구 서남로 1
광주 동구,324115,서석동,2016011111,0.003,0.6,0.028,0.012,32,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011112,0.003,0.6,0.028,0.012,34,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011113,0.003,0.5,0.03,0.01,27,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011114,0.003,0.5,0.03,0.011,19,6,광주 동구 서남로 1
광주 동구,324115,서석동,2016011115,0.003,0.5,0.029,0.013,20,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016011116,0.003,0.5,0.026,0.015,21,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016011117,0.003,0.5,0.027,0.013,27,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011118,0.003,0.5,0.024,0.017,22,9,광주 동구 서남로 1
광주 동구,324115,서석동,2016011119,0.003,0.7,0.019,0.023,23,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011120,0.003,0.7,0.017,0.023,24,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016011121,0.003,0.6,0.02,0.02,27,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011122,0.004,0.6,0.02,0.019,25,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011123,0.004,0.6,0.021,0.018,23,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011124,0.004,0.6,0.023,0.012,24,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016011201,0.004,0.6,0.023,0.011,17,7,광주 동구 서남로 1
광주 동구,324115,서석동,2016011202,0.004,0.6,0.024,0.009,20,11,광주 동구 서남로 1
광주 동구,324115,서석동,2016011203,0.004,0.6,0.024,0.009,13,5,광주 동구 서남로 1
광주 동구,324115,서석동,2016011204,0.006,0.7,0.023,0.01,17,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011205,0.006,0.8,0.022,0.011,24,15,광주 동구 서남로 1
광주 동구,324115,서석동,2016011206,0.006,0.7,0.023,0.01,24,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011207,0.005,0.7,0.024,0.009,22,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011208,0.004,0.7,0.019,0.017,23,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011209,0.004,0.8,0.016,0.024,24,13,광주 동구 서남로 1
광주 동구,324115,서석동,2016011210,0.004,0.7,0.018,0.021,29,16,광주 동구 서남로 1
광주 동구,324115,서석동,2016011211,0.003,0.6,0.023,0.016,21,10,광주 동구 서남로 1
광주 동구,324115,서석동,2016011212,0.003,0.6,0.026,0.013,23,14,광주 동구 서남로 1
광주 동구,324115,서석동,2016011213,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2016011214,,,,,,,광주 동구 서남로 1
광주 동구,324115,서석동,2016011215,0.003,0.3,0.03,0.011,17,12,광주 동구 서남로 1
광주 동구,324115,서석동,2016011216,0.003,0.3,0.029,0.013,30,16,광주 동구 서남로 1
